translated_comment,sentiment
"It is estimated that in the United States, more than half of the people in the United States have been reached with the good news.",sad
"In fact, the United States is a dangerous country.",neutral
"In fact, the Bible says: ""The head of every man is the Christ; in turn the head of a woman is the man; in turn the head of a woman is the man; in turn the head of the Christ is God. """,angry
"And the money that was brought into the house of our God, and the money that was taken out of his hand, and the money that was found in his hand, and the money that was found in his hand,",angry
A baby's face is like that of a mother,happy
[ Pictures on page 26],sad
"For example, we may be able to say something like this: ""I'm not good enough. I'm not sure what I'm doing with my life. """,sad
There was an earthquake in the days of the earthquake. A fire broke out because of the fire.,happy
Was it easier for Abijah to be loyal to his family than to separate his wife from his brothers?,sad
""" There Is No Time in This Time of the End "" What did Jesus mean when he said: ""This good news of the kingdom will be preached in all the inhabited earth for a witness to all the nations, and then the end will come ""?",sad
"Thou shalt not eat of the fruit of thy vineyard, neither shalt thou eat the fruit of thy vineyard: thou shalt eat of the fruit of thy vineyard, and thou shalt eat the fruit of thy vineyard.",fear
That's a line!,angry
"First, listen to your mother's voice, and listen to your mother's voice!",happy
""" Not one of them will fall to the ground without your Father's knowledge, "" the Bible says, ""but the tongue of the wise ones will be made known to you. """,angry
My father's car is too big for him.,happy
My father is with his dad right now.,neutral
"For men will be lovers of themselves, lovers of money, self - assuming, haughty, disobedient to parents, unthankful, disloyal, having no natural affection, not open to any agreement, slanderers, without self - control, fierce, without love of goodness, betrayers, headstrong, puffed up with pride, lovers of pleasures rather than lovers of God, having a form of godly devotion but proving false to its power; and from these turn away. "" - 2 Timothy 3: 1 - 5.",fear
We are not going to fight,angry
"And the names of the children that remain of the children that shall be slain; the name of the dead, the name of the dead, the name of the dead, the name of the dead, the name of the dead, the name of the dead, or the name of the dead.",angry
Do You View Others as Jehovah Does?,neutral
"It is estimated that by the 18th century, there were more than half a million inhabitants of the United States.",happy
"And they did eat, and drank, and were filled: and they did eat and drink, and were filled.",happy
He went to his father-in-law.,happy
I'm not sure what to do with my life. I'm not sure what to do with my life.,happy
"A widow's attitude toward the elderly is reflected in her worship of the true God, as well as in her family, her neighbors, her neighbors, and her neighbors.",happy
Let them know therefore what shall be done unto you: for this is the time of the end.,angry
"If you are an elderly Christian, ask yourself: "" Do I feel that I am being helped by Jehovah's organization?",sad
The labour of a man's hands is as the want of his foot.,sad
Is used to notify that the table row has changed,neutral
There is no need to ask questions about the condition of the patient,angry
Thank you for making new friends.,happy
The drive is empty,angry
"It is like looking for hidden treasures, such as a house, a car, a car, a car, or a car.",sad
Some people say that they don't know anything at all.,angry
"A man who has faith in the wisdom of God, and has never seen a man who believes in God, nor walk in his ways.",sad
"If you have ever been close to your friend, write to your friend for a moment if you have ever prayed to your friend for help.",happy
"If you want to talk, write down what you want to say.",fear
"There are more than 100,000 congregations in the world, and some of them serve as elders or ministerial servants.",neutral
