translated_comment,sentiment
ജീവിക്കുക അസാദ്ധ്യമാണെന്നു ചിലർ പറയുന്നു. എന്നാൽ ഈ വ്യവസ്ഥിതിയുടെ അന്ത്യകാലം വരെ കാത്തിരിക്കുന്നതിനെക്കാൾ കൂടുതൽ കാത്തിരിപ്പുണ്ട്,angry
ഒരു ഹൈസ് കൂൾ വിദ്യാർത്ഥി കുട്ടിയുടെ വികാസത്തിൽ ഒരു പങ്കു വഹിക്കുന്നില്ല,sad
"പ്രശ്നമെന്താണെന്നു വച്ചാൽ, എത്ര ആളുകൾ യുദ്ധത്തിലല്ല, മറിച്ച് ഈ അന്ത്യനാളുകളിൽ എത്ര പേർ എത്ര പേരാണ് ചെയ്യുന്നത്.",sad
എ സ് . എ. - യിലെ ബ്രുക്ലിനിലുള്ള യഹോവയുടെ സാക്ഷികളുടെ ലോകാസ്ഥാനത്ത് ആയിരുന്നു എന്റെ ആദ്യ നിയമനം.,happy
2 സ യ ഏഷോഽണിമൈതദാത്മ്യമിദം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐ സർവം ̐സാമോപാസ്തേ  4.,fear
നിങ്ങളുടെ വിലാസം മാറ്റിയിട്ടുണ്ട്,angry
എന്തുകൊണ്ട് ഇത് വളരുന്നില്ല?,happy
യഹോവയോട് അടുത്തു ചെല്ലുവിൻ എന്ന പുസ് തകത്തിന്റെ ഒരു കോപ്പി ഉണ്ടായിരിക്കാൻ ആഗ്രഹിക്കുന്നെങ്കിൽ ദയവായി നിങ്ങൾക്കെന്നും എന്നേക്കും ജീവിച്ചിരിക്കാൻ കഴിയും!,happy
നിങ്ങൾ സർക്കാരിന്റെ ഗവൺമെന്റാണ്. ഗവൺമെന്റാണ് സർക്കാർ.,sad
ലോകത്തിന്റെ ജ്ഞാനമോ ലോകത്തിന്റെ ആത്മാവിനെയോ വഞ്ചിക്കപ്പെടരുതു.,angry
ഒരു വീടു പണിതു. മുകൾഭാഗത്തു ഒരു വീടു പണിതു.,neutral
ദൈവോദ്ദേശ്യത്തിന്റെ നിവൃത്തിയിൽ പരിശുദ്ധാത്മാവിന്റെ പങ്ക്,happy
അവൻ സമുദ്രത്തിലെ വെള്ളത്തിൽനിന്നു ഇറങ്ങിയതുമില്ല; വെള്ളത്തിൽ വെള്ളം കാണത്തക്കവണ്ണമുള്ളതുകൊണ്ടു തന്നേ.,neutral
ഇതെല്ലാം അവർക്കായി ചെയ് തോ?,neutral
"വാസ് തവത്തിൽ, രാജാവിന്റെ മരുമകൾ ശെബാരാജ്ഞി എന്നാണ് അറിയപ്പെട്ടിരുന്നത് .",happy
ഈ രണ്ട് ദൃഷ്ടാ ന്ത ങ്ങ ളിൽനിന്ന് നമുക്ക് എന്തു പഠിക്കാ നാ കു മെന്ന് നമുക്കു നോക്കാം.,angry
അവർ പടിവാതിൽക്കൽ എത്തിയപ്പോൾ പടിവാതിലിന്റെ കതകും അവരോടുകൂടെയുള്ള പുരുഷന്മാരുടെ ചെവിയും കണ്ടു.,neutral
ഹന്ത! മകളേ! നിന്നെ ഞാൻ നോക്കിക്കൊള്ളാം! നിൻ മാതാവിനെ നീ നോക്കിക്കൊള്ളണം!,happy
2.. സർവഭൂതേഷു സർവഭൂതേഷു സർവഭൂതേഷു ജഗദ്ഭൂതേഷു ജഗദ്ഭൂതേഷു ജഗത് ..,sad
"വാസ് തവത്തിൽ, യുണൈറ്റഡ് സ്റ്റേറ്റ്സ് അപകടകാരിയായ ഒരു രാജ്യമാണ് .",neutral
"ബൈബിൾ പറയുന്നു: ""ഏതു പുരുഷന്റെയും തല ക്രിസ് തു; സ് ത്രീയുടെ തല പുരുഷൻ; സ് ത്രീയുടെ തല പുരുഷൻ; ക്രിസ് തുവിന്റെ തല ദൈവം. """,angry
നമ്മുടെ ദൈവത്തിന്റെ ആലയത്തിലേക്കു കൊണ്ടുവന്ന ദ്രവ്യവും അവന്റെ കയ്യിൽ നിന്നു എടുത്ത ദ്രവ്യവും കയ്യിൽ കിട്ടിയ ദ്രവ്യവും,angry
ഒരു കുഞ്ഞിന്റെ മുഖം അമ്മയുടെ മുഖം പോലെയാണ്,happy
[ 26 -ാം പേജിലെ ചിത്രങ്ങൾ],sad
"ഉദാഹ ര ണ ത്തിന് , ഇങ്ങനെ യൊ ക്കെ പറയാൻ നമുക്കു കഴിഞ്ഞേ ക്കാം: ""ഞാൻ പോരാ.",sad
ഭൂകമ്പത്തിന്റെ കാലത്തു ഭൂകമ്പം ഉണ്ടായി തീ ഹേതുവായി ഒരു തീ പുറപ്പെട്ടു.,happy
തന്റെ കുടും ബ ത്തോ ടു വിശ്വ സ് ത രാ യി രി ക്കു ന്ന തി നെ ക്കാൾ ബുദ്ധി മു ട്ടാ യി രു ന്നു അബീയാവ് .,sad
""" രാജ്യത്തിന്റെ ഈ സുവിശേഷം സകലജാതികൾക്കും സാക്ഷ്യമായി ഭൂലോകത്തിൽ ഒക്കെയും പ്രസംഗിക്കപ്പെടും; അപ്പോൾ അവസാനം വരും "" എന്നു പറഞ്ഞപ്പോൾ യേശു എന്താണ് അർഥമാക്കിയത് ?",sad
നിന്റെ മുന്തിരിത്തോട്ടത്തിന്റെ ഫലം നീ തിന്നരുതു; നിന്റെ മുന്തിരിത്തോട്ടത്തിന്റെ ഫലം നിനക്കു തിന്നാം; നിന്റെ മുന്തിരിത്തോട്ടത്തിന്റെ ഫലം നിനക്കു തിന്നാം; നിന്റെ മുന്തിരിത്തോട്ടത്തിന്റെ ഫലം നിനക്കു തിന്നാം.,fear
അതൊരു വരിയാണ്!,angry
"ഒന്നാമതായി, അമ്മയുടെ ശബ്ദം കേൾക്കൂ, അമ്മയുടെ ശബ്ദം കേൾക്കൂ!",happy
""" അവയിൽ ഒന്നുപോലും നിങ്ങളുടെ പിതാവു സമ്മതിക്കാതെ നിലത്തു വീഴുകയില്ല; ജ്ഞാനികളുടെ നാവോ നിനക്കു വെളിപ്പെട്ടുവരും "" എന്ന് ബൈബിൾ പറയുന്നു.",angry
എന്റെ അച്ഛന്റെ കാർ അവന് വളരെ വലുതാണ്.,happy
എന്റെ അച്ഛൻ ഇപ്പോൾ അച്ഛന്റെ കൂടെയാണ്.,neutral
"മനുഷ്യർ സ്വസ് നേഹികളും ദ്രവ്യാഗ്രഹികളും വമ്പു പറയുന്നവരും ധാർഷ്ട്യക്കാരും അമ്മയപ്പന്മാരെ അനുസരിക്കാത്തവരും നന്ദികെട്ടവരും ഇണങ്ങാത്തവരും ഏഷണിക്കാരും അജിതേന്ദ്രിയന്മാരും ഉഗ്രന്മാരും സൽഗുണദ്വേഷികളും ധാർഷ്ട്യക്കാരും നിഗളികളുമായി ദൈവപ്രിയമില്ലാതെ ഭോഗപ്രിയരായി ഭക്തിയുടെ വേഷം ധരിച്ചു അതിന്റെ ശക്തി ത്യജിക്കുന്നവരുമായിരിക്കും. "" — 2 തിമൊഥെയൊസ് 3: 1 - 5.",fear
നമ്മൾ പൊരുതാൻ പോകുന്നില്ല.,angry
"ഉ-ം കൊല്ലേണ്ടുന്ന മക്കളിൽ ശേഷിപ്പു (ഭാര.) 'മരിച്ചവൻ', 'മരിച്ചവൻ', 'മരിച്ചവൻ', 'മരിച്ചവൻ', 'മരിച്ചവൻ' എന്നു പേർ.",angry
മറ്റുള്ളവരെ യഹോവ കാണുന്നതുപോലെയാണോ നിങ്ങൾ വീക്ഷിക്കുന്നത് ?,neutral
18-ആം ശതകത്തോടെ അമേരിക്കയിലെ ജനസംഖ്യയുടെ പകുതിയിലധികം നിവാസികളുണ്ടായിരുന്നതായി കണക്കാക്കപ്പെടുന്നു.,happy
അവർ തിന്നു തൃപ്തരായി; തിന്നു തൃപ്തരായി; തിന്നു തൃപ്തരായി.,happy
൧൯൯–പിതാവിന്റെഅച്ഛന്റെകല്പനഎങ്ങിനെആചരിക്കെണ്ടു—,happy
-  ജീവന്നൊടു ചൊല്ക  ചൊദ്യം  ചൊദ്യം -  ചൊദ്യം  ചൊദ്യം  ചൊദ്യം  ചൊദ്യം  ചൊദ്യം -  ചൊദ്യം  ചൊദ്യം  ചൊദ്യം  ചൊദ്യം  ചൊദ്യം  ചൊദ്യം,happy
പ്രായമായവരോടുള്ള ഒരു വിധവയുടെ മനോഭാവം സത്യദൈവത്തിന്റെ ആരാധനയിലും കുടുംബത്തിലും അയൽക്കാരിലും അയൽക്കാരിലും അയൽക്കാരിലുമെല്ലാം പ്രതിഫലിക്കുന്നു.,happy
ആകയാൽ നിങ്ങൾക്കു സംഭവിപ്പാനുള്ളതു അവർ അറിയട്ടെ; ഇതു അന്ത്യകാലത്തല്ലോ.,angry
"പ്രായമായ ഒരു ക്രിസ് ത്യാനിയാണെങ്കിൽ സ്വയം ഇങ്ങനെ ചോദിക്കുക: ""യഹോവയുടെ സംഘടന എന്നെ സഹായിക്കുമെന്ന് എനിക്കു തോന്നുന്നുണ്ടോ?",sad
മനുഷ്യന്റെ കൈകളുടെ പ്രയത്നം അവന്റെ കാൽക്കീഴായുള്ളതത്രേ.,sad
ടേബിളിന്റെ വരി മാറിയിട്ടുണ്ടു് എന്നറിയിക്കുന്നതിനായി ഉപയോഗിക്കുന്നു,neutral
രോഗിയുടെ അവസ്ഥ സംബന്ധിച്ച് ചോദ്യങ്ങൾ ചോദിക്കേണ്ടതില്ല,angry
